,Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Conditions
101,Bremen,10/04/2020 05:00:00,9.1,9.1,9.1,7.2,87.55,,14.7,,120.0,6.9,0.0,,0.0,30.0,12.9,990.2,,53.0754,8.80454,"Bremen, Deutschland","Bremen, Deutschland",,Clear
102,Bremen,10/04/2020 06:00:00,8.9,8.9,8.9,6.9,87.31,,16.9,,110.0,6.3,0.0,,0.0,30.0,,989.8,,53.0754,8.80454,"Bremen, Deutschland","Bremen, Deutschland",,Clear
103,Bremen,10/04/2020 07:00:00,8.9,8.9,8.9,6.9,87.24,,13.0,,100.0,6.8,0.0,,0.0,30.0,0.0,989.8,,53.0754,8.80454,"Bremen, Deutschland","Bremen, Deutschland",,Clear
104,Bremen,10/04/2020 08:00:00,10.1,10.1,10.1,6.9,80.26,,16.9,,100.0,,0.0,,0.0,30.0,,989.9,,53.0754,8.80454,"Bremen, Deutschland","Bremen, Deutschland",,Clear
105,Bremen,10/04/2020 09:00:00,11.0,11.0,11.0,6.7,74.51,,24.1,,120.0,,0.0,,0.0,30.1,,990.1,,53.0754,8.80454,"Bremen, Deutschland","Bremen, Deutschland",,Clear
106,Bremen,10/04/2020 10:00:00,12.4,12.4,12.4,7.6,72.49,,22.7,,140.0,,0.0,,0.0,30.0,,990.6,,53.0754,8.80454,"Bremen, Deutschland","Bremen, Deutschland",,Clear
107,Bremen,10/04/2020 11:00:00,14.1,14.1,14.1,8.9,70.59,,30.9,,180.0,,0.0,,0.0,30.0,,991.2,,53.0754,8.80454,"Bremen, Deutschland","Bremen, Deutschland",,Clear
108,Bremen,10/04/2020 12:00:00,15.1,15.1,15.1,8.4,63.97,,34.1,,190.0,,0.0,,0.0,30.0,,992.1,,53.0754,8.80454,"Bremen, Deutschland","Bremen, Deutschland",,Clear
109,Bremen,10/04/2020 13:00:00,16.0,16.0,16.0,7.9,58.64,,31.6,,190.0,,0.0,,0.0,30.0,,992.7,,53.0754,8.80454,"Bremen, Deutschland","Bremen, Deutschland",,Clear
110,Bremen,10/04/2020 14:00:00,16.0,16.0,16.0,8.3,60.5,,24.1,,200.0,,0.0,,0.0,30.0,,994.0,,53.0754,8.80454,"Bremen, Deutschland","Bremen, Deutschland",,Clear
111,Bremen,10/04/2020 15:00:00,15.5,15.5,15.5,7.9,60.36,,25.2,,200.0,,0.0,,0.0,30.0,,994.8,,53.0754,8.80454,"Bremen, Deutschland","Bremen, Deutschland",,Clear
112,Bremen,10/04/2020 16:00:00,15.3,15.3,15.3,8.2,62.29,,23.0,,190.0,,0.0,,0.0,30.0,,995.7,,53.0754,8.80454,"Bremen, Deutschland","Bremen, Deutschland",,Clear
113,Bremen,10/04/2020 17:00:00,14.7,14.7,14.7,7.4,61.79,,26.6,,190.0,,0.0,,0.0,30.0,,996.5,,53.0754,8.80454,"Bremen, Deutschland","Bremen, Deutschland",,Clear
114,Bremen,10/04/2020 18:00:00,14.1,14.1,14.1,7.7,65.33,,20.5,,180.0,,0.0,,0.0,30.0,,997.2,,53.0754,8.80454,"Bremen, Deutschland","Bremen, Deutschland",,Clear
115,Bremen,10/04/2020 19:00:00,13.1,13.1,13.1,6.4,63.87,,20.5,,180.0,,0.0,,0.0,40.0,0.0,998.1,,53.0754,8.80454,"Bremen, Deutschland","Bremen, Deutschland",,Clear
116,Bremen,10/04/2020 20:00:00,11.8,11.8,11.8,5.2,63.72,,14.4,,150.0,,0.0,,0.0,40.0,13.0,998.6,,53.0754,8.80454,"Bremen, Deutschland","Bremen, Deutschland",,Clear
117,Bremen,10/04/2020 21:00:00,12.0,12.0,12.0,5.4,63.99,,17.6,,150.0,,0.0,,0.0,40.0,13.0,999.1,,53.0754,8.80454,"Bremen, Deutschland","Bremen, Deutschland",,Clear
118,Bremen,10/04/2020 22:00:00,11.6,11.6,11.6,5.7,66.73,,20.1,,150.0,,0.0,,0.0,40.0,,999.4,,53.0754,8.80454,"Bremen, Deutschland","Bremen, Deutschland",,Clear
